book_id,original_title,isbn13,authors,original_publication_year
377,Stardust,9780061142020.0,Neil Gaiman,1999.0
378,The Namesake,9780618485220.0,Jhumpa Lahiri,2003.0
379,A Discovery of Witches,9780670022410.0,Deborah Harkness,2011.0
380,ノルウェイの森 [Noruwei no Mori],9780375704020.0,"Haruki Murakami, Jay Rubin",1987.0
381,Where the Heart Is,9780446672210.0,Billie Letts,1995.0
382,"Will Grayson, Will Grayson",9780525421580.0,"John Green, David Levithan",2010.0
383,A Million Little Pieces,9780307276900.0,James Frey,2003.0
384,Frostbite,9781595141750.0,Richelle Mead,2008.0
385,Quiet: The Power of Introverts in a World that Can't Stop Talking,9780307352150.0,Susan Cain,2012.0
386,Island of the Blue Dolphins,9780440439880.0,Scott O'Dell,1960.0
387,The Crucible,9780142437340.0,"Arthur Miller, Christopher Bigsby",1953.0
388,Hatchet,9780689840920.0,Gary Paulsen,1986.0
389,Mistborn : The Final Empire,9780765311790.0,Brandon Sanderson,2006.0
390,The Strange Case of Dr Jekyll and Mr Hyde,9780451528960.0,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886.0
391,The Lorax,9780679889110.0,Dr. Seuss,1971.0
392,Greg Heffley's Journal,9780810993140.0,Jeff Kinney,2004.0
393,Throne of Glass,9781599906960.0,Sarah J. Maas,2012.0
394,Shadow Kiss,9781595141970.0,Richelle Mead,2008.0
395,For Whom the Bell Tolls,9780684803360.0,Ernest Hemingway,1940.0
396,Hotel on the Corner of Bitter and Sweet,9780345505330.0,Jamie Ford,2009.0
397,Das Parfum. Die Geschichte eines Mörders,9780140120840.0,"Patrick Süskind, John E. Woods",1985.0
398,Fast Food Nation : The Dark Side of the All-American Meal ,9780060838580.0,Eric Schlosser,2001.0
399,The Tales of Beedle the Bard,9780747599880.0,J.K. Rowling,2007.0
400,Neuromancer,9780441569600.0,William Gibson,1984.0
401,A Farewell to Arms,9780099910110.0,Ernest Hemingway,1929.0
402,The Tell-Tale Heart,9780553212280.0,Edgar Allan Poe,1843.0
403,孫子兵法 [Sūnzi bīngfǎ],9781590302260.0,"Sun Tzu, Thomas Cleary",-500.0
404,Defending Jacob,9780385344230.0,William Landay,2012.0
405,Breakfast of Champions,9780385334200.0,Kurt Vonnegut Jr.,1973.0
406,Drawing on the Right Side of the Brain,9780874774240.0,Betty Edwards,1979.0
407,Bel Canto,9780060838720.0,Ann Patchett,2001.0
408,"Guns, Germs, and Steel: The Fates of Human Societies",9780739467350.0,Jared Diamond,1997.0
409,Fried Green Tomatoes at the Whistle Stop Cafe,9780375508420.0,Fannie Flagg,1987.0
410,Things Fall Apart,9780385474540.0,Chinua Achebe,1958.0
411,The Undomestic Goddess,9780385338690.0,Sophie Kinsella,2005.0
412,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,9781881273160.0,Gary Chapman,1990.0
413,Les Trois Mousquetaires,,Alexandre Dumas,1844.0
414,The Other Hand,9781416589650.0,Chris Cleave,2008.0
415,Evermore,9780312532760.0,Alyson Noel,2009.0
416,The Witches,9780590032490.0,"Roald Dahl, Quentin Blake",1983.0
417,The Thirteenth Tale,9780743298020.0,Diane Setterfield,2006.0
418,Spirit Bound,9781595142500.0,Richelle Mead,2010.0
419,Blood Promise,9781595141990.0,Richelle Mead,2009.0
420,Message in a Bottle,9780446676080.0,Nicholas Sparks,1998.0
421,The Paris Wife,9780345521310.0,Paula McLain,2011.0
422,Complete Harry Potter Boxed Set,9780545044260.0,J.K. Rowling,1998.0
423,The Elite,9780062059960.0,Kiera Cass,2013.0
424,Il nome della rosa,9780156001310.0,"Umberto Eco, William Weaver, Seán Barrett",1980.0
425,Go Ask Alice,9781416914630.0,"Beatrice Sparks, Anonymous",1971.0
426,A Confederacy of Dunces,9780802130200.0,"John Kennedy Toole, Walker Percy",1980.0
427,The Importance of Being Earnest,9781580495810.0,Oscar Wilde,1895.0
428,The Mark of Athena,9781423140600.0,Rick Riordan,2012.0
429,The Colour of Magic,9780060855920.0,Terry Pratchett,1983.0
430,海辺のカフカ [Umibe no Kafuka],9781400079280.0,"Haruki Murakami, Philip Gabriel",2002.0
431,Red Dragon,9780525945570.0,Thomas Harris,1981.0
432,"I, Robot",9780553803710.0,Isaac Asimov,1950.0
433,Dark Lover,9780451216950.0,J.R. Ward,2005.0
434,Crescendo,9781416989430.0,Becca Fitzpatrick,2010.0
435,Before I Fall,9780061726810.0,Lauren Oliver,2010.0
436,The God of Small Things,9780679457310.0,Arundhati Roy,1997.0
437,The Invention of Wings,9780670024780.0,Sue Monk Kidd,2014.0
438,What Alice Forgot,9780141043760.0,Liane Moriarty,2009.0
439,A Brief History of Time: From the Big Bang to Black Holes,9780553380160.0,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987.0
440,Fall of Giants,9780525951650.0,Ken Follett,2010.0
441,Under the Dome,9781439148500.0,Stephen King,2009.0
442,Snow Crash,9780553380960.0,Neal Stephenson,1992.0
443,Just Listen,9780670061050.0,Sarah Dessen,2006.0
444,Winnie-the-Pooh,9780525467560.0,"A.A. Milne, Ernest H. Shepard",1926.0
445,Before I Go to Sleep,9780062060560.0,S.J. Watson,2011.0
446,A Study in Scarlet,9781420925530.0,Arthur Conan Doyle,1887.0
447,Brisingr,9780375826730.0,Christopher Paolini,2008.0
448,The Purpose Driven Life: What on Earth am I Here For?,9780310277000.0,Rick Warren,2002.0
449,Betrayed: a House of Night Novel,9780312360280.0,"P.C. Cast, Kristin Cast",2007.0
450,Storm Front,9780451457810.0,Jim Butcher,2000.0
451,Northanger Abbey,9781593082640.0,"Jane Austen, Alfred MacAdam",1817.0
452,The 5th Wave,9780399162410.0,Rick Yancey,2013.0
453,Cold Mountain,9780802142850.0,Charles Frazier,1997.0
454,If You Give a Mouse a Cookie,9780060245860.0,"Laura Joffe Numeroff, Felicia Bond",1985.0
455,Something Blue,9780312323870.0,Emily Giffin,2005.0
456,A Streetcar Named Desire,9780822210890.0,Tennessee Williams,1947.0
457,The Historian,9780751537280.0,Elizabeth Kostova,2005.0
458,Station Eleven,9780385353300.0,Emily St. John Mandel,2014.0
459,En man som heter Ove,9781476738020.0,"Fredrik Backman, Henning Koch",2012.0
460,Clockwork Princess,9781406321340.0,Cassandra Clare,2013.0
461,The Good Earth,9781416500190.0,Pearl S. Buck,1931.0
462,Ways of Seeing,9780140135150.0,John Berger,1972.0
463,Dragonfly in Amber,9780385335970.0,Diana Gabaldon,1992.0
464,,,Anonymous,1611.0
465,In Her Shoes,9780743495660.0,Jennifer Weiner,2002.0
466,The Hobbit,9780345368580.0,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989.0
467,The Brief Wondrous Life of Oscar Wao,9781594489590.0,Junot Díaz,2007.0
468,Their Eyes Were Watching God,9780061120060.0,Zora Neale Hurston,1937.0
469,Fantastic Beasts and Where to Find Them,9780439321600.0,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001.0
470,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,9780316322410.0,"Malala Yousafzai, Christina Lamb",2012.0
471,Mansfield Park,9780141439810.0,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814.0
472,…trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager,9780807014300.0,Viktor E. Frankl,1946.0
473,In the Woods,9780670038600.0,Tana French,2007.0
474,The God Delusion,9780618680010.0,Richard Dawkins,2006.0
475,Where She Went,9780525422940.0,Gayle Forman,2011.0
476,The World According to Garp,9780345915600.0,John Irving,1978.0
477,Killing Floor,9780515141430.0,Lee Child,1997.0
478,"The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner",9780375757330.0,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719.0
479,Il Principe,9780937832390.0,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513.0
480,The Amber Spyglass,9780440238160.0,Philip Pullman,2000.0
481,Wizard's First Rule,9780765346520.0,Terry Goodkind,1994.0
482,The Kitchen House,9781439153670.0,Kathleen Grissom,2010.0
483,Franny and Zooey,9780316769020.0,J.D. Salinger,1961.0
484,Choke,9780385720920.0,Chuck Palahniuk,2001.0
485,Братья Карамазовы,9780374528380.0,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880.0
486,The City of Ember,9780375822740.0,Jeanne DuPrau,2003.0
487,The Andromeda Strain,9780060541810.0,Michael Crichton,1969.0
488,The Green Mile,9780451933030.0,Stephen King,1996.0
489,The Prophet,9780001000390.0,Kahlil Gibran,1923.0
490,Maus: A Survivor's Tale : My Father Bleeds History,9780394541560.0,Art Spiegelman,1985.0
491,Untamed: A House of Night Novel,9780312379830.0,"P.C. Cast, Kristin Cast",2008.0
492,Speaker for the Dead,9780812550760.0,Orson Scott Card,1986.0
493,Mere Christianity,9780684823780.0,C.S. Lewis,1952.0
494,The Secret History,9781400031700.0,Donna Tartt,1992.0
495,A Heartbreaking Work of Staggering Genius,9780375725780.0,Dave Eggers,2000.0
496,The Clan of the Cave Bear,9780553381670.0,Jean M. Auel,1980.0
497,Black Beauty,9780439228910.0,Anna Sewell,1877.0
498,Война и миръ,9780192833980.0,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869.0
499,American Psycho,9780679735780.0,Bret Easton Ellis,1991.0
500,The Princess Diaries,9780613371650.0,Meg Cabot,2000.0
501,The No. 1 Ladies' Detective Agency ,9781400034770.0,Alexander McCall Smith,1998.0
502,"The Walking Dead, Vol. 1: Days Gone Bye",9781582406720.0,"Robert Kirkman, Tony Moore",2004.0
503,2001: A Space Odyssey,9780451458000.0,Arthur C. Clarke,1968.0
504,,9781590525140.0,Francine Rivers,1991.0
505,Left Behind:  A Novel of the Earth's Last Days,9780842342700.0,"Tim LaHaye, Jerry B. Jenkins",1995.0
506,The One,9780062059990.0,Kiera Cass,2014.0
507,The Hunger Games Box Set,9780545265360.0,Suzanne Collins,2010.0
508,Nickel and Dimed: On (Not) Getting By in America,9780805063900.0,Barbara Ehrenreich,2001.0
509,Remember Me?,9780593053900.0,Sophie Kinsella,2008.0
510,The Great Hunt,9780812517730.0,Robert Jordan,1990.0
511,Post-Mortem:  A Mystery Introducing Dr. Kay Scarpetta,9780743477150.0,Patricia Cornwell,1990.0
512,The Complete Tales of Edgar Allan Poe,9780385074070.0,Edgar Allan Poe,1849.0
513,The Hiding Place,9780553256700.0,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971.0
514,The Adventures of Sherlock Holmes,9780192835090.0,Arthur Conan Doyle,1892.0
515,The Prince of Tides,9780553381540.0,Pat Conroy,1986.0
516,The Amazing Adventures of Kavalier & Clay,9780312283000.0,Michael Chabon,2000.0
517,Perfect Chemistry,9780802798240.0,Simone Elkeles,2008.0
518,Peter Pan,9780805072460.0,"J.M. Barrie, Michael Hague",1904.0
519,Pretties,9780689865400.0,Scott Westerfeld,2005.0
520,ねじまき鳥クロニクル [Nejimakidori kuronikuru],9780965341980.0,"Haruki Murakami, Jay Rubin",1994.0
521,The Lincoln Lawyer ,9780739465520.0,Michael Connelly,2005.0
522,Cloud Atlas,9780375507250.0,David Mitchell,2004.0
523,The Things They Carried,9780767902890.0,Tim O'Brien,1990.0
524,Wall and Piece,9781844137880.0,Banksy,1988.0
525,Pandemonium,9780061978070.0,Lauren Oliver,2012.0
526,Darkly Dreaming Dexter,9780307277890.0,Jeff Lindsay,2004.0
527,Living Dead in Dallas,9781841493010.0,Charlaine Harris,2002.0
528,The Dragon Reborn ,9780765305110.0,Robert Jordan,1991.0
529,Gulliver’s Travels,9780141439500.0,"Jonathan Swift, Robert DeMaria Jr.",1726.0
530,Much Ado About Nothing,9780743482750.0,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",1598.0
531,Beowulf,9780393320980.0,"Unknown, Seamus Heaney",975.0
532,Batman: Year One,9781401207530.0,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987.0
533,Go Set a Watchman,9780062409850.0,Harper Lee,2015.0
534,When You Are Engulfed in Flames,9780316143480.0,David Sedaris,2008.0
535,Daughter of Smoke & Bone,9780316134030.0,Laini Taylor,2011.0
536,Red Queen,9781409151170.0,Victoria Aveyard,2015.0
537,The Power of Habit,9781400069290.0,Charles Duhigg,2011.0
538,Midnight in the Garden of Good and Evil,9780679751530.0,John Berendt,1994.0
539,Hopeless,9781301949820.0,Colleen Hoover,2012.0
540,A Little Princess,9780142437020.0,"Frances Hodgson Burnett, Nancy Bond",1905.0
541,The Truth About Forever,9780142406250.0,Sarah Dessen,2004.0
542,The horse and his boy,9780439861370.0,C.S. Lewis,1954.0
543,Last Sacrifice ,9781595143070.0,Richelle Mead,2010.0
544,Little House on the Prairie,9780064400020.0,"Laura Ingalls Wilder, Garth Williams",1935.0
545,The Velveteen Rabbit,9780380002560.0,"Margery Williams Bianco, William   Nicholson",1922.0
546,Zen and the Art of Motorcycle Maintenance,9780060589460.0,Robert M. Pirsig,1974.0
547,The War of the Worlds,9780375759240.0,"H.G. Wells, Arthur C. Clarke",1897.0
548,Pretty Little Liars,9780060887310.0,Sara Shepard,2006.0
549,Corduroy,9780670241330.0,Don Freeman,1948.0
550,The Omnivore's Dilemma,9781594200820.0,Michael Pollan,2006.0
551,Life After Life,9780316176480.0,Kate Atkinson,2013.0
552,The Rescue,9780446696130.0,Nicholas Sparks,2000.0
553,Needful Things,9780450574580.0,Stephen King,1991.0
554,Voyager,9780385336000.0,Diana Gabaldon,1993.0
555,,9780393315060.0,"Kenneth Branagh, William Shakespeare",1996.0
556,Cujo,9780307348240.0,Stephen King,1981.0
557,The Virgin Suicides,9780747560590.0,Jeffrey Eugenides,1993.0
558,Dead to the World,9780441012180.0,Charlaine Harris,2004.0
559,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,9780141439590.0,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",1891.0
560,Madame Bovary,9780192840390.0,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856.0
561,The Phantom Tollbooth,9780394820380.0,"Norton Juster, Jules Feiffer",1961.0
562,The Way of Kings,9780765326360.0,Brandon Sanderson,2010.0
563,Club Dead,9781841493020.0,Charlaine Harris,2003.0
564,It's Kind of a Funny Story,9780786851970.0,Ned Vizzini,2006.0
565,,9780765316880.0,Brandon Sanderson,2007.0
566,After You,,Jojo Moyes,2015.0
567,The Language of Flowers,9780345525540.0,Vanessa Diffenbaugh,2011.0
568,Batman: The Dark Knight Returns,9781563893410.0,"Frank Miller, Klaus Janson, Lynn Varley",1986.0
569,The Angel Experiment,9780446617800.0,James Patterson,2005.0
570,High Fidelity,9781573225520.0,Nick Hornby,1995.0
571,The Guardian,9780446696110.0,Nicholas Sparks,2003.0
572,Oryx and Crake,9780385721680.0,Margaret Atwood,2003.0
573,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships",9780060574220.0,John Gray,1998.0
574,Kitchen Confidential: Adventures in the Culinary Underbelly,9780060899230.0,Anthony Bourdain,2000.0
575,Timeline,9780099244720.0,Michael Crichton,1999.0
576,Candide,9780486266890.0,Voltaire,1759.0
577,Tuck Everlasting,9780374480100.0,Natalie Babbitt,1975.0
578,Christine,9782253147700.0,"Stephen King, Marie Milpois",1983.0
579,Are You My Mother?,9780001713220.0,P.D. Eastman,1960.0
580,The Story of Art,9780714833550.0,E.H. Gombrich,1950.0
581,Scarlet,9780312642970.0,Marissa Meyer,2013.0
582,"Rich Dad , Poor Dad",9780751532720.0,Robert T. Kiyosaki,1997.0
583,Silence ,9781442426640.0,Becca Fitzpatrick,2011.0
584,The Magicians,9780670020550.0,Lev Grossman,2009.0
585,デスノート #1 (Desu Nōto) Taikutsu (退屈),9781421501680.0,"Tsugumi Ohba, Takeshi Obata",2004.0
586,A Great and Terrible Beauty,9780689875340.0,Libba Bray,2003.0
587,Everything Is Illuminated,9780060529700.0,Jonathan Safran Foer,2002.0
588,The Bourne Supremacy,9780752863890.0,Robert Ludlum,1986.0
589,Easy,9780425266750.0,Tammara Webber,2012.0
590,David Copperfield,9780140439440.0,"Charles Dickens, Jeremy Tambling",1849.0
591,The Absolutely True Diary of a Part-Time Indian,9780316013680.0,"Sherman Alexie, Ellen Forney",2007.0
592,Мастер и Маргарита,9780679760800.0,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967.0
593,A Wizard of Earthsea,9780553383040.0,Ursula K. Le Guin,1968.0
594,Because of Winn-Dixie,9780763616050.0,"Kate DiCamillo, Chris Sheban",2000.0
595,A Separate Peace,9780743253970.0,John Knowles,1959.0
596,The Rainmaker,9780385339600.0,John Grisham,1995.0
597,Don Quijote de La Mancha,9780142437230.0,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",1605.0
598,Assassin's Apprentice,9780006480100.0,Robin Hobb,1995.0
599,The Restaurant at the End of the Universe,9780345418920.0,Douglas Adams,1980.0
600,Torment,9780385739150.0,Lauren Kate,2010.0
601,The Tale of Peter Rabbit,9780723247710.0,Beatrix Potter,1901.0
602,The Silver Chair,9780064405040.0,"C.S. Lewis, Pauline Baynes",1953.0
603,The Hero of Ages,9780765316900.0,Brandon Sanderson,2008.0
604,"Girl, Interrupted",9780679746040.0,Susanna Kaysen,1993.0
605,"Are You There, Vodka? It's Me, Chelsea",9780061173390.0,Chelsea Handler,2007.0
606,Jonathan Livingston Seagull,9780743278900.0,"Richard Bach, Russell Munson",1970.0
607,City of Heavenly Fire,9781481426300.0,Cassandra Clare,2014.0
608,Love You Forever,9780920668380.0,"Robert Munsch, Sheila McGraw",1986.0
609,Cell,9781416524520.0,Stephen King,2006.0
610,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,9780670025820.0,Daniel James Brown,2013.0
611,The Silmarillion,9780618391110.0,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977.0
612,The Drawing of the Three,9780451210850.0,Stephen King,1987.0
613,The Forgotten Garden,9780330449600.0,Kate Morton,2008.0
614,Der Prozeß,9780099428640.0,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925.0
615,This Lullaby,9780142501560.0,Sarah Dessen,2002.0
616,Plain Truth,9780743275020.0,Jodi Picoult,2000.0
617,Orange Is the New Black: My Year in a Women's Prison,9780385523390.0,Piper Kerman,2010.0
618,The Hound of the Baskervilles,9780451528020.0,"Arthur Conan Doyle, Anne Perry",1902.0
619,"Thinking, Fast and Slow",9780374275630.0,Daniel Kahneman,2011.0
620,The Mists of Avalon,9780345350500.0,Marion Zimmer Bradley,1982.0
621,"Are You There God? It's Me, Margaret",9780689841580.0,Judy Blume,1970.0
622,Nights in Rodanthe,9780553813950.0,Nicholas Sparks,2002.0
623,Mr. Mercedes,9781476754450.0,Stephen King,2014.0
624,All Together Dead,9780441014940.0,Charlaine Harris,2007.0
625,Midwives,9780375706780.0,Chris Bohjalian,1997.0
626,The Polar Express,9780395389490.0,Chris Van Allsburg,1985.0
627,The True Story of the Three Little Pigs,9780140544510.0,"Jon Scieszka, Lane Smith",1989.0
628,Patriot Games,9780425134350.0,Tom Clancy,1987.0
629,Veronika decide morrer,9780061124270.0,"Paulo Coelho, Margaret Jull Costa",1998.0
630,"Lean In: Women, Work, and the Will to Lead",9780385349950.0,"Sheryl Sandberg, Nell Scovell",2013.0
631,Dead as a Doornail ,9780441013330.0,Charlaine Harris,2005.0
632,"Shatter Me (Shatter Me, #1)",9780062085480.0,Tahereh Mafi,2011.0
633,Starship Troopers,9780441783590.0,Robert A. Heinlein,1959.0
634,I've Got Your Number,9780385342060.0,Sophie Kinsella,2011.0
635,Sofies Verden,9781857993290.0,"Jostein Gaarder, Paulette Møller",1991.0
636,,9780316134120.0,Mark Cotta Vaz,2011.0
637,The Martian Chronicles,9780553278220.0,Ray Bradbury,1950.0
638,A Visit From the Goon Squad,9780307592840.0,Jennifer Egan,2010.0
639,Heidi,9780753454950.0,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",1880.0
640,Prey,9780061015720.0,Michael Crichton,2002.0
641,The Last Battle,9780007202320.0,C.S. Lewis,1956.0
642,World Without End,9780525950070.0,Ken Follett,2007.0
643,Chosen: A House of Night Novel,9780312360310.0,"P.C. Cast, Kristin Cast",2008.0
644,Slammed,,Colleen Hoover,2012.0
645,"Beastly (Beastly, #1, Kendra Chronicles, #1)",9780060874160.0,Alex Flinn,2007.0
646,Tales of Caunterbury,9780140424390.0,"Geoffrey Chaucer, Nevill Coghill",1390.0
647,Baby Proof,9780312348650.0,Emily Giffin,2006.0
648,Inheritance,9780375856110.0,Christopher Paolini,2011.0
649,いちきゅうはちよん [Ichi-Kyū-Hachi-Yon],9780307593310.0,"Haruki Murakami, Jay Rubin, Philip Gabriel",2009.0
650,Uncle Tom's Cabin or Life Among the Lowly,9781840224020.0,Harriet Beecher Stowe,1852.0
651,Le Fantôme de l'Opéra,9780060809250.0,"Gaston Leroux, Alexander Teixeira de Mattos",1909.0
